analysis_version,effect_type,language,model_key,mft_foundation,mean_diff,ci_lower,ci_upper,p_value_ttest,cohens_d,n,p_value_wilcoxon,wilcoxon_nonzero_n,wilcoxon_method,q_value_bh_wilcoxon,fdr_significant_05_wilcoxon,fdr_significant_10_wilcoxon
v1_original_intended,language,hi,pooled,Care/Harm,-0.12121212121212122,-0.3145659215107343,0.07214167908649188,0.21081224485134786,-0.2222865505553752,33,1,10,normal approximation unavailable; zero variance,1,false,false
v1_original_intended,language,bn,pooled,Care/Harm,-0.42424242424242425,-0.9259381255213877,0.07745327703653909,0.09463864501425778,-0.29984275764082213,33,0.07427868064854781,17,"normal approximation, continuity and tie corrected; zeros excluded",0.1695491623499461,false,false
v1_original_intended,language,ta,pooled,Care/Harm,-0.5757575757575758,-1.122426955997592,-0.0290881955175597,0.03961774250566452,-0.37345197404294994,33,0.03973808593205974,16,"normal approximation, continuity and tie corrected; zeros excluded",0.10431247557165682,false,false
v1_original_intended,language,es,pooled,Care/Harm,-0.24242424242424243,-0.7362262650811863,0.2513777802327014,0.32481271365109743,-0.1740776559556978,33,0.4893073339907055,11,"normal approximation, continuity and tie corrected; zeros excluded",0.7720588235294118,false,false
v1_original_intended,language,ja,pooled,Care/Harm,-0.2727272727272727,-0.7916876356682101,0.24623309021366468,0.29241941272696925,-0.18634349141534917,33,0.4150855296101672,15,"normal approximation, continuity and tie corrected; zeros excluded",0.6809996970166806,false,false
v1_original_intended,language,ar,pooled,Care/Harm,-0.21212121212121213,-0.7116764621545513,0.28743403791212707,0.39351902954637863,-0.15056374901273803,33,0.6244923102677138,12,"normal approximation, continuity and tie corrected; zeros excluded",0.9367384654015707,false,false
v1_original_intended,language,all,pooled,Care/Harm,-0.30808080808080807,-0.4944084983810661,-0.12175311778055004,0.0013095077150695467,-0.2317282409927855,198,0.0030842985487948837,81,"normal approximation, continuity and tie corrected; zeros excluded",0.012455821062440876,true,true
v1_original_intended,framing,hi,pooled,Care/Harm,0.030303030303030304,-0.22791222805868136,0.28851828866474194,0.812594533905306,0.04161251892882395,33,0.7854948731884495,11,"normal approximation, continuity and tie corrected; zeros excluded",1,false,false
v1_original_intended,framing,bn,pooled,Care/Harm,-0.15151515151515152,-0.48463142120657066,0.18160111817626765,0.36113071567725696,-0.16127983385863243,33,0.15312754778705173,14,"normal approximation, continuity and tie corrected; zeros excluded",0.3152625983851065,false,false
v1_original_intended,framing,ta,pooled,Care/Harm,-0.30303030303030304,-0.7233742896348869,0.1173136835742809,0.15174526789651233,-0.25562367177136913,33,0.19519506525421337,13,"normal approximation, continuity and tie corrected; zeros excluded",0.35956985704723515,false,false
v1_original_intended,framing,es,pooled,Care/Harm,-0.3333333333333333,-0.6228504319961852,-0.04381623467048146,0.02538051738127467,-0.4082482904638631,33,0.002345925239514157,9,"normal approximation, continuity and tie corrected; zeros excluded",0.00985288600595946,true,true
v1_original_intended,framing,ja,pooled,Care/Harm,0.15151515151515152,-0.06780501700454869,0.37083532003485176,0.16900889044193512,0.24496122264566694,33,0.016395058396720064,10,"normal approximation, continuity and tie corrected; zeros excluded",0.04652651707177315,true,true
v1_original_intended,framing,ar,pooled,Care/Harm,-0.18181818181818182,-0.42384887227246937,0.06021250863610572,0.1357978362751402,-0.26637086328481074,33,0.04183045902055804,10,"normal approximation, continuity and tie corrected; zeros excluded",0.10712678529655108,false,false
v1_original_intended,framing,all,pooled,Care/Harm,-0.13131313131313133,-0.25137953895209025,-0.011246723674172399,0.032232182471994886,-0.1532774835268754,198,0.012812692155731886,67,"normal approximation, continuity and tie corrected; zeros excluded",0.043397828269414455,true,true
v1_original_intended,reasoning,hi,pooled,Care/Harm,0.06060606060606061,-0.13640775782772788,0.25761987903984906,0.5353609866419977,0.10907851450936698,33,1,10,normal approximation unavailable; zero variance,1,false,false
v1_original_intended,reasoning,bn,pooled,Care/Harm,0.06060606060606061,-0.13640775782772785,0.25761987903984906,0.5353609866419977,0.109078514509367,33,1,10,normal approximation unavailable; zero variance,1,false,false
v1_original_intended,reasoning,ta,pooled,Care/Harm,0.15151515151515152,-0.1305023882342725,0.4335326912645755,0.2819701869003124,0.19050211089414767,33,0.5,3,exact two-sided signed-rank; zeros excluded,0.7720588235294118,false,false
v1_original_intended,reasoning,es,pooled,Care/Harm,-0.18181818181818182,-0.48183720042964817,0.11820083679328452,0.22603247204107357,-0.21488612374010146,33,0.05890658881127564,9,"normal approximation, continuity and tie corrected; zeros excluded",0.14384167035311493,false,false
v1_original_intended,reasoning,ja,pooled,Care/Harm,0.2727272727272727,0.050709337739733434,0.494745207714812,0.017647282682285992,0.4355724051843766,33,0.002345925239514157,9,"normal approximation, continuity and tie corrected; zeros excluded",0.00985288600595946,true,true
v1_original_intended,reasoning,ar,pooled,Care/Harm,0.18181818181818182,0.042936362945916434,0.32070000069044724,0.011914159541704938,0.4642070825485277,33,1,6,normal approximation unavailable; zero variance,1,false,false
v1_original_intended,reasoning,all,pooled,Care/Harm,0.09090909090909091,-0.000805039623197043,0.18262322144137888,0.05202524046881751,0.1389193627313801,198,0.00010993870603037692,47,"normal approximation, continuity and tie corrected; zeros excluded",0.0007088287009623449,true,true
v1_original_intended,language,hi,pooled,Loyalty/Betrayal,0.06666666666666667,-0.20953436800772984,0.34286770134106315,0.6252664336285367,0.09012907022553758,30,0.7076605837058458,8,"normal approximation, continuity and tie corrected; zeros excluded",1,false,false
v1_original_intended,language,bn,pooled,Loyalty/Betrayal,-0.1,-0.3045229642132278,0.10452296421322776,0.3255819880161952,-0.18257418583505539,30,0.18242256953891567,6,"normal approximation, continuity and tie corrected; zeros excluded",0.3420423178854669,false,false
